title,author,ratings,reviews
The Minister's Wooing,Harriet Beecher Stowe,3.54,267
Squeeze Play,James McKimmey,4.14,7
Squeeze Play in Beantown,G.S. Rowe,0.0,0
Kant,William Wallace,4.5,2
Civil Rights and Public Accommodations: The Heart of Atlanta Motel and McClung Cases,Richard C. Cortner,4.0,1
The Hearts of Men,Travis Hunter,4.32,110
"Automatic Wealth: The Secrets of the Millionaire Mind--Including: Acres of Diamonds, As a Man Thinketh, I Dare you!, The Science of Getting Rich, The Way to Wealth, and Think and Grow Rich",Russell H. Conwell,3.96,23
William Wallace: Champion of Scotland,Margaret Wallace,3.25,4
In The Footsteps Of William Wallace,Alan Young,3.47,15
A Camera on the Banks: Frederick William Wallace and the Fishermen of Nova Scotia,M. Brook Taylor,4.5,2
Tomie DePaola's Book of Old Testament Stories,Tomie dePaola,3.5,8
William Wallace: A Scots Life,Glenn Telfer,3.5,4
"The Myth of William Wallace: A Study of the National Hero's Impact on Scottish History, Literature, and Modern Politics",Susanne Wallner,0.0,0
Sweet Annie (The Copper Creek Brides #1),Cheryl St. John,3.82,651
The Power of Thought: A Twenty-First Century Adaptation of Annie Besant's Thought Power,John Algeo,3.67,3
Good Night to Annie,Eve Merriam,3.88,8
Annie Saves the Day,Elizabeth Lindsay,3.88,26
The Analogy of Experience: An Approach to Understanding Religious Truth (The Annie Kinkead Warfield lectures),John Edwin Smith,0.0,0
Harbrace College Reader,Mark Schorer,2.0,1
Opening the Lotus: A Woman's Guide to Buddhism,Sandy Boucher,3.33,87
Turning The Wheel: American Women Creating the New Buddhism,Sandy Boucher,3.65,20
Dancing in the Dharma: The Life and Teachings of Ruth Denison,Sandy Boucher,4.04,27
"The Notebooks of Leni Clare, and Other Short Stories",Sandy Boucher,4.0,1
Un lugar entre las sombras: Un Lugar Entre Las Sombras,Walter Dean Myers,3.77,1391
Shadows of Blue & Gray,Ambrose Bierce,3.94,49
A Much Misunderstood Man: Selected Letters of Ambrose Bierce,Ambrose Bierce,0.0,0
"What a Year!: A 26 Fairmount Avenue Book (26 Fairmount Avenue, #4)",Tomie dePaola,4.07,259
Insects (Collins Gem),Michael Chinery,3.78,18
Butterflies (Collins Gem),Michael Chinery,4.15,27
Complete British Insects (Collins),Michael Chinery,4.08,13
Biology,Michael Allaby,0.0,0
The Book of Life: An Illustrated History of the Evolution of Life on Earth,Stephen Jay Gould,4.22,139
Insects of Britain and Northern Europe (Collins Field Guide),Michael Chinery,3.91,11
How to Be Like Mike: Life Lessons about Basketball's Best,Pat Williams,4.33,313
The Likes of Us: A Biography of the White Working Class,Michael                   Collins,3.85,66
"Basic Baltimorese III: An Illustrated Guide for Getting Around in Balamer, Murlin",Gordon Beard,4.0,2
"Basic Baltimorese II: An Illustrated Guide for Getting Around in Balamer, Murlin",Gordon Beard,3.0,4
Disappearing Moon Cafe,Sky Lee,3.46,622
Blue,Kiriko Nananan,3.49,431
"Brother Eagle, Sister Sky",Chief Seattle,4.05,750
"Brother Eagle, Sister Sky: A Message from Chief Seattle",Chief Seattle,4.05,750
July's People,Nadine Gordimer,3.53,6208
A History of the African People,Robert W. July,3.62,24
First Along the River: A Brief History of the U.S. Environmental Movement,Benjamin Kline,3.59,97
"I Will Fear No Evil: Ojibwa-Missionary Encounters Along the Berens River, 1875-1940 (New)",Susan Elaine Gray,4.0,5
"The Boundaries Between Us: Natives and Newcomers Along the Frontiers of the Old Northwest Territory, 1750-1850",Daniel P. Barr,0.0,0
"Humped Me, Dumped Me: Why You Were F****d and Chucked and How to Bounce Back",Yasmin Brooks,3.5700000000000003,7
"Going Out, Getting Dumped: And Playing Mini Golf on the First Date",Tim Pauls,3.67,3
Getting Dumped . . . and Getting Over It,Cylin Busby,4.33,6
Thus Spake Zarathustra,Friedrich Nietzsche,4.06,104729
Ron Howard: Child Star & Hollywood Director,Barbara Kramer,3.33,3
Ron Howard,Susan Zannos,0.0,0
Ron Howard (Camera),Hal Marcovitz,2.67,3
A Search for Meaning,Ron Howard,5.0,3
Cotton Candy,Ron Howard,4.0,2
"Death Is Not the End (Inspector Rebus, #10.5)",Ian Rankin,3.74,944
Thieves Deceivers and Killers: Tales of Chemistry in Nature,William Agosta,3.79,24
The X Window System in a Nutshell,Tom O'Reilly,3.6,5
Rural Revolt in Mexico: U.S. Intervention and the Domain of Subaltern Politics,Daniel Nugent,3.33,3
"World's Most Mysterious ""True"" Ghost Stories",Ron   Edwards,0.0,0
The Sorcerer's Circle,Michael Siverling,3.46,48
Savant & Sorcerer,R. Sean Borgstrom,3.42,19
"Jeannette Rankin, America's Conscience",Norma Smith,3.65,31
The Moon and Sixpence,W. Somerset Maugham,4.13,17540
Watchman,Ian Rankin,3.53,2907
In Search of April Raintree,Beatrice Culleton,4.05,1336
In Search of April Raintree - Critical Edition,Beatrice Culleton,4.05,1336
From The Zen Kitchen To Enlightenment: Refining Your Life,Dōgen,4.42,288
Zen Enlightenment: Origins And Meaning (Buddhism & Eastern Philosophy),Heinrich Dumoulin,3.31,29
Transmission of Light: Zen in the Art of Enlightenment by Zen Master Keizan,Thomas Cleary,4.26,38
Ensō: Zen Circles of Enlightenment,Audrey Yoshiko Seo,4.04,49
"Plays by Augustin Daly: A Flash of Lightning, Horizon, Love on Crutches",Augustine Daly,4.0,1
Flash Lightning,Dennis C. Chrzanowski,0.0,0
An Essay on King Lear,S.L. Goldberg,4.5,2
King Lear,Alexander Leggatt,4.0,7
King Lear: A Parallel Text Edition,William Shakespeare,3.91,174443
Cómo lograr el milagro de vivir despierto,Thich Nhat Hanh,4.24,21926
Jeff Koons,Angelika Muthesius,4.0,14
Maya for Travelers and Students: A Guide to Language and Culture in Yucatan,Gary Bevington,3.71,7
"Woman and Gender in Renaissance Tragedy: A Study of King Lear, Othello, the Duchess of Malfi, and the White Devil",Dympna Callaghan,3.25,4
The Triple Spiral,Stephanie Green,3.0,1
Beyond Green: Toward a Sustainable Art,Stephanie    Smith,3.5,2
King Lear in Our Time,Maynard Mack,4.0,7
Gender and the Victorian Periodical,Judith Johnston,3.83,6
The Essential Medical Secretary: Foundations for Good Practice,Stephanie Green,2.5,2
"The Campaign: Rudy Giuliani, Ruth Messinger, Al Sharpton, And The Race To Be Mayor Of New York City",Evan Mandery,4.43,7
Macbeth: Vocal Score,Giuseppe Verdi,4.2,15
We Took the Streets: Fighting for Latino Rights with the Young Lords,Miguel Meléndez,3.95,122
Samba-3 by Example: Practical Exercises to Successful Deployment,John H. Terpstra,3.42,12
The Definitive Guide to Samba 3,Roderick W. Smith,5.0,3
"Official Samba-3 HOWTO and Reference Guide, The (2nd Edition) (Bruce Perens' Open Source Series)",John H. Terpstra,4.0,3
The King Was in His Counting House,James Branch Cabell,4.4,10
Linux Samba Server Administrat,Roderick W. Smith,3.89,9
The Masks of Macbeth,Marvin Rosenberg,5.0,6
"From Nation to Diaspora: Samuel Selvon, George Lamming and the Cultural Performance of Gender",Curdella Forbes,3.56,9
Natives of My Person,George Lamming,3.8,25
Season of Adventure,George Lamming,3.31,13
Bullets for Macbeth,Marvin Kaye,3.75,28
Lady Macbeth Von Mzensk (1932): Libretto,Dmitri Shostakovich,3.85,20
"Shakespeare's Lady Macbeth, A Study In Ambition",George William Gerwig,0.0,0
Macbeth: New Critical Essays,Nick Moschovakis,4.0,2
The Tragedy of Macbeth,William Shakespeare,3.9,652728
Chaucer's Canterbury Tales: An Interlinear Translation,Geoffrey Chaucer,3.5,184577
Rebels and Rivals: The Contestive Spirit in the Canterbury Tales,David Raybin,0.0,0
Lady Macbeth,Nicolas Freeling,3.04,25
Aspects of Macbeth,Kenneth Muir,4.0,1
Chaucer and Clothing: Clerical and Academic Costume in the General Prologue to the Canterbury Tales,Laura F. Hodges,4.5,2
Accordion Crimes,Annie Proulx,3.59,6524
Canterbury Tales,Cynthia C. Werthamer,3.5,184577
A Reading of the Canterbury Tales,Bernard Felix Huppe,0.0,0
Macbeth: Melodramma in Four Acts. Libretto by Francesco Maria Piave,Giuseppe Verdi,4.2,15
Macbeth Multiplied: Negotiating Historical and Medial Difference Between Shakespeare and Verdi,Christoph Clausen,0.0,0
Macbeth: Teacher's Guide,William Shakespeare,3.9,652728
Macbeth,William Shakespeare,3.9,652728
Understanding Macbeth (Understanding Great Literature),Thomas Thrasher,0.0,0
Gorbachev's Glasnost: Red Star Rising,Oliver Trager,0.0,0
Red Star Rising: Soviet Fighters,Doug    Richardson,1.0,1
New History in France: The Triumph of the *Annales*,François Dosse,3.47,17
Empire Of Meaning: The Humanization Of The Social Sciences,François Dosse,3.5,2
William Shakespeare's Macbeth (Bloom's Guides),Harold Bloom,3.76,25
The Speckled People,Hugo Hamilton,3.75,1185
"Teaching Macbeth (and More): Better Planning, Better Learning",Dan Flickstein,0.0,0
Boundaries: A Casebook in Environmental Ethics,Christine E. Gudorf,3.71,17
"Journal of the Society of Christian Ethics: Spring/Summer 2003, Volume 23, No. 1",Christine E. Gudorf,0.0,0
"Journal of the Society of Christian Ethics: Spring/Summer 2006, Volume 26, No. 1",Christine E. Gudorf,0.0,0
Macbeth: A Guide,Alistair McCallum,4.0,2
Timetables of African-American History: A Chronology of the Most Important People and Events in African-American History,Sharon Harley,5.0,1
"A History of the African American People: The History, Traditions, and Culture of African Americans",James Oliver Horton,4.0,6
Gifts of Our People: An Alphabet of African American History,Portia George,5.0,1
"Days of Slavery: A History of Black People in America, 1619-1863",Stuart A. Kallen,0.0,0
Into the Land of Freedom: African Americans in Reconstruction,Meg Greene,3.0,1
Africans in America: The Spread of People and Culture,Catherine Reef,4.0,3
"""Macbeth"" (20th Century Interpretations)",Caroline Frances Eleanor Spurgeon,4.0,1
Macbeth Unjinxed,John D. Mitchell,0.0,0
Modding Mac OS X,Erica Sadun,3.5,2
The Doré Gallery: His 120 Greatest Illustrations,Gustave Doré,4.48,111
Doré's Illustrations of the Crusades,Gustave Doré,4.41,54
"Doré's Dragons, Demons and Monsters",Gustave Doré,4.38,34
"Doré's London: All 180 Illustrations from London, A Pilgrimage",Gustave Doré,4.37,123
Ain't Nobody's Business If I Do,Valerie Wilson Wesley,4.1,1277
"Dying in the Dark (Tamara Hayle, #7)",Valerie Wilson Wesley,4.02,261
"Devil's Gonna Get Him (Tamara Hayle, #2)",Valerie Wilson Wesley,4.13,434
Playing My Mother's Blues,Valerie Wilson Wesley,3.9,303
"No Hiding Place (Tamara Hayle, #4)",Valerie Wilson Wesley,4.11,319
"The Devil Riding (Tamara Hayle, #6)",Valerie Wilson Wesley,4.1,228
"Where Evil Sleeps (Tamara Hayle, #3)",Valerie Wilson Wesley,4.0,324
Studying Rhythm,Anne C. Hall,4.73,26
The Doré Lectures on Mental Science,Thomas Troward,4.37,35
Robinson Crusoe: His Life and Strange Surprising Adventures,Daniel Defoe,3.67,240862
The Return of the Heroes,Peter David,3.25,4
"The Complete Engravings, Etchings & Drypoints of Albrecht Dürer",Albrecht Dürer,4.45,103
The Complete Woodcuts of Albrecht Dürer,Albrecht Dürer,4.19,3736
Albrecht Dürer and His Legacy: The Graphic Work of a Renaissance Artist,Giulia Bartrum,4.43,23
Giotto to Dürer: Early Renaissance Painting in the National Gallery,Jill Dunkerton,4.09,54
"Defoe's Politics: Parliament, Power, Kingship and 'Robinson Crusoe'",Manuel Schonhorn,5.0,5
Nature's Artist: Plants and Animals,Albrecht Dürer,4.83,6
Painting on Light: Drawings and Stained Glass in the Age of Dürer and Holbein,Barbara Butts,0.0,0
Acting Is Believing: A Basic Method,Charles McGaw,3.7,61
Basic Acting: The Modular Process,John Harrop,0.0,0
Masking Unmasked: Four Approaches to Basic Acting,Eli Simon,4.0,6
Watercolor for the First Time,Kory Fluckiger,3.33,18
Acrylic Painting: A Step-by-Step Instruction Book (His the Artist's Painting Library),Wendon Blake,3.81,16
House Histories,Sally Light,3.5,12
Olafur Eliasson: Your Lighthouse: Working with Light 1991-2004,Olafur Eliasson,4.0,9
Introduction to Interactive Programming on the Internet: Using HTML and JavaScript,Craig D. Knuckles,3.33,6
An Introduction to Programming with IDL: Interactive Data Language,Kenneth P. Bowman,3.14,7
"Introduction to Computing and Programming in Python, a Multimedia Approach",Mark Guzdial,3.23,31
Computing in the Web Age: A Web-Interactive Introduction,Robert J. Dilligan,0.0,0
Introduction to 3D Game Engine Design Using DirectX 9 and C#,Lynn Thomas Harrison,2.83,6
Basics of Design: Layout & Typography for Beginners,Lisa Graham,3.89,54
Nadar/Warhol: Paris/New York: Photography and Fame,Gordon Baldwin,4.5,4
Nineteen Eighty Four: York Notes Advanced,Michael Sherborne,4.29,52
Nadar,Maria Morris Hambourg,4.5,2
Logan's Storm: A Novel,Ken Wells,4.06,125
"Prester John, The Mongols, And The Ten Lost Tribes",Bernard Hamilton,2.33,3
Essays in Christian Mythology: The Metamorphoses of Prester John,Manuel João Ramos,2.33,3
The Hebrew Letters of Prester John,Edward Ullendorff,4.0,1
Masters of Art: Dali,Robert Descharnes,3.95,37
Prester John,Sabine Baring-Gould,5.0,1
Searches for an Imaginary Kingdom: The Legend of the Kingdom of Prester John,Lev Nikolaevich Gumilev,4.39,28
Manual Merck de Informacion Medica: Edad y Salud,Mark H. Beers,3.0,1
Merck Manual of Health and Aging: The Complete Home Guide to Healthcare and Healthy Aging For Older People and Those Who Care About Them,Mark H. Beers,4.12,16
News Incorporated,Elliot D. Cohen,5.0,1
Is Media Violence a Problem? (At Issue),James D. Torr,0.0,0
Science and Technology of Zirconia,A.H. Heuer,0.0,0
Marvin's Room: Acting Edition,Scott  McPherson,3.62,209
"Relax! It's Only Your Doctor's Waiting Room, Not the E.R.: Or How to Get Along with and Understand Your Doctor",Marvin Ackerman,0.0,0
"Royal Lockdown (Lights Out, #1)",Rebecca York,3.63,67
Philosophical Perspectives on Music,Wayne D. Bowman,3.75,12
Philosophy of Music Education,Bennett E. Reimer,5.0,2
Rap Music and the Poetics of Identity,Adam Krims,3.76,17
Understanding Music with AI: Perspectives on Music Cognition,Mira Balaban,4.5,2
Music in Human Life: Anthropological Perspectives on Music,John E. Kaemmer,2.5,2
Music and the Origins of Language: Theories from the French Enlightenment,Downing A. Thomas,3.5,4
The Characteristic Symphony in the Age of Haydn and Beethoven,Richard Will,4.0,1
The Libertine Reader,Michel Feher,4.08,36
Perspectives in Music Theory: An Historical-Analytical Approach,Paul     Cooper,4.67,6
John Wilkes: The Lives of a Libertine,John Sainsbury,4.0,1
The Horn Book (Instruction Libertine),Anonymous,3.8,5
Perspectives on Music,Donald C. Meyer,1.5,2
Growing Up With Television: Everyday Learning Among Young Adolescents,Joellen Fisherkeller,2.86,14
Where's My Blankie?,Anna H. Dickson,4.19,26
A Great Feast of Light: Growing Up Irish in the Television Age,John  Doyle,3.7,67
Sister Carrie,Theodore Dreiser,3.75,36234
The Canterbury Tales,Mark Falstein,0.0,0
Passin',Karen E. Quinones Miller,3.61,238
Uptown Dreams,Karen E. Quinones Miller,3.98,46
Using What You Got,Karen E. Quinones Miller,3.99,171
Maximum Nirvana: The Unauthorised Biography of Nirvana,Ben Graham,4.33,3
These Are the Words: A Vocabulary of Jewish Spiritual Life,Arthur Green,4.0,41
Picture These SAT Words!,Philip Geer,4.03,29
Picture These SAT Words in a Flash,Philip Geer,4.14,7
Vanishing Acts: Theater Since the Sixties,Gordon Rogoff,5.0,1
Finding the Jewel in the Molasses: Master These Words of Wisdom,Jack Schwarz,3.0,1
The Words Upon Your Heart: A Lexicon of Judaism and World Religions,Steven E. Steinbock,3.0,1
Chaucer's Drama of Style: Poetic Variety and Contrast in the Canterbury Tales,C. David Benson,4.0,1
Chaucer's Religious Tales,C. David Benson,4.0,2
Personal Knowledge: Towards a Post-Critical Philosophy,Michael Polanyi,4.29,329
The Way of Discovery: An Introduction to the Thought of Michael Polanyi,Richard Gelwick,3.9,10
Music for Sight Singing,Thomas E. Benjamin,3.42,12
The Lightning Field: Travels in and Around New Mexico,Robert Eaton,4.18,11
The Lightning Field,Carol Moldaw,4.08,13
Towards the Primeval Lightning Field,Will Alexander,4.73,15
The Illustrated Rules of Softball,Anne Sublett,4.0,2
"Kings and Queens of Britain's Golden Age:  The Tudors and Stuarts - 1485-1714, from Henry VIII to Elizabeth I, Charles I and Queen Anne",Charles Phillips,3.38,8
The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.31,233380
Secrets of a Good Life as Told by Saints and Sinners,Kathleen Stephens,4.0,2
The Good Life of Helen K. Nearing,Margaret Killinger,3.4,15
The Rules for Cats: The Secret to Getting Free Catnip for Life,Leigh Anne Jasheway-Bryant,3.0,4
Misconduct: Deal with It Without Bending the Rules,Anne Marie Aikins,0.0,0
The Number Of The Beast,Robert A. Heinlein,3.61,11532
Racinet's Historic Ornament in Full Color,Auguste Racinet,4.22,18
Racinet's Full-Color Pictorial History of Western Costume: With 92 Plates Showing Over 950 Authentic Costumes from the Middle Ages to 1800,Auguste Racinet,4.19,16
"Full-Color Picture Sourcebook of Historic Ornament: All 120 Plates from ""L'Ornement Polychrome,"" Series II",Auguste Racinet,4.11,9
Bowett's Law of International Institutions,Philippe Sands,4.75,4
"Great Expectations (Thoroughbred, #55)",Joanna Campbell,3.98,165
Microradio and Democracy: (Low) Power to the People,Greg Ruggiero,3.25,8
Chondral Disease of the Knee: A Case-Based Approach,Brian J. Cole,0.0,0
Core Cases in Obstetric Anaesthesia,Paul Clyburn,0.0,0
"After a Dead Dog: Dangerous Love, Dark Secrets, Sudden Death",Colin Murray,2.73,26
Is That A Dead Dog In Your Locker?,Todd Strasser,3.68,217
Dreamscape: Creating New Realities to Transform and Heal Your Life,Nicholas Heyneman,3.75,4
Managing the Guest Experience in Hospitality,Robert Clayton Ford,3.8,5
A Guide to Monastic Guest Houses,Robert J. Regalbuto,4.12,8
The Cure is in the Cupboard: How to Use Oregano for Better Health,Cass Ingram,4.09,119
The New 8-Week Cholesterol Cure,Robert E. Kowalski,3.78,95
Guide to medical cures and treatments,Reader's Digest Association,5.0,4
The Good News About Depression: Cures And Treatments In The New Age Of Psychiatry,Mark S. Gold,2.87,15
"Beam Me Up, Jesus: A Heathen's Guide to the Rapture",Jim Gerard,3.11,63
Reliability and Risk Assessment,J.D. Andrews,0.0,0
The Children of Bolivia,Jules Hermes,3.71,7
Bolivia,Robert Pateman,3.6,5
"Doped Up, Knocked Up, and ... Locked Up?: The Criminal Prosecution of Women Who Use Drugs During Pregnancy",Valerie  Green,0.0,0
